	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	label
G78877	0.0	0.0	0.0	0.0	0.03937	0.0	0.0	0.0	0.0	0.08482	0.0	0.0	0.0	0.0	0.0	0.0	0.10008	1.2779399999999999	0.0	0.14461	0.0	0.0	0.0	0.0	0.0	0.0	0.03007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69185	0.0	0.0	0.0	0.0	0.03766	0.0	0.53255	0.0	0.0	1.41044	0.0	0.0	0.0	0.00032	0.05105	0.0829	0.05106	0.35388000000000003	0.22501	0.03902	0.0	0.0029100000000000003	0.0	0.0	0.0	0.006	0.02029	0.42455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78669	0.0	0.0	0.0	0.0	0.0	0.0	1.42571	0.0	0.0	4.268680000000001	0.0	0.0	0.0018100000000000002	0.08227000000000001	0.03234	0.09237000000000001	0.20772	0.09437000000000001	0.6351100000000001	0.05899	0.07218	0.00642	0.0	0.0	0.0	0.11731	0.0	0.65073	0.0	0.0	0.05421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06579	0.0	0.29178000000000004	0.012	0.0	0.25727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028839999999999998	0.0	0.0	0.00425	0.37761999999999996	0.0	0.0	0.02532	0.09487000000000001	0.44306999999999996	0.20601999999999998	0.0	0.07606	0.0	0.0	0.0	0.07382000000000001	0.0	0.03626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12349	0.21678000000000003	0.0	0.08456	0.0335	0.0	0.01466	0.0	0.0	0.0	0.0	0.0	0.0	0.016309999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80517	0.0	0.0	0.0	0.0	0.03117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78511	0.0	0.0	0.0	0.0	0.0	0.0	0.03468	0.75855	0.0	5.6359900000000005	3.6526300000000003	0.0	0.0	0.16896	0.12374	0.09396	0.17662	0.18764	0.00596	0.07105	0.11177999999999999	0.0	0.0	0.0	0.0	0.0	2.31636	0.34454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80312	0.0	0.0	0.0	0.0	0.0691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78526	0.0	0.0	0.0	0.0	0.13489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00489	0.10540999999999999	0.00619	0.0	0.14063	2.21235	0.38424	0.92981	0.04993	0.0	0.0	0.0	0.0	0.20689000000000002	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80406	0.0	0.14028	0.0	0.0	0.27363000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20836999999999997	0.0	0.0	0.03358	0.03617	0.0	0.14517	0.0	0.0	0.0	0.0	0.0	0.0	0.10494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72278	0.0	0.0	0.0	0.0	0.0	0.0	0.13569	0.0	0.34258	0.27268000000000003	0.68269	0.10332000000000001	0.01518	0.03429	0.13080999999999998	0.0	0.0	0.0	2.72105	0.21775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78660	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80158	0.0	0.0	0.0	0.0	3.51902	0.0	0.0	0.00924	0.0	0.0	0.0	0.00718	0.0	0.0054	0.0004	1.0735700000000001	0.00636	0.08896	0.00264	0.08753	0.0044399999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011359999999999999	0.08191	0.10113	0.0	0.0	0.17903	0.29316	0.0	0.0	0.0	0.0	3.4478	0.0	0.0	0.06621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78714	0.0	0.0	0.0	0.0	0.01686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02178	0.0	0.0026100000000000003	0.0	0.05636	0.11798	0.18413	0.0	0.02671	0.0	0.0	2.3609400000000003	0.0	0.0	0.09312000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80384	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00993	0.01406	0.007109999999999999	0.0	0.19000999999999998	0.15159	0.22576999999999997	0.18457	0.01212	0.0	0.0	4.652480000000001	0.0	0.0	0.026860000000000002	0.0	0.0	0.0	0.02528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80505	0.0	0.0	0.0	0.0	0.00886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10847000000000001	0.0	0.49587	0.99775	0.0	0.16362000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.08641	0.0	0.023880000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78858	0.0	0.0	0.0	0.0	0.00088	0.0	0.57838	6.5979399999999995	0.42912	0.9357	1.29772	0.0	0.0	0.0	0.01882	0.8192	1.14497	0.9405	0.7291300000000001	0.18036	0.0	0.004070000000000001	0.0	0.0	0.0	0.00645	0.0	0.89944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78598	0.0	0.0	0.0	0.0	0.022330000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00449	0.04985	0.0	1.07932	0.19316	0.55983	0.08971	0.0	0.00207	0.0	0.0	0.0	0.40560999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78717	0.0	0.0	0.0	0.0	0.0024100000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007809999999999999	0.0	0.39093	0.33116999999999996	0.51059	0.06317	0.023280000000000002	0.00074	0.0	0.0	0.0	0.18159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03408	0.0	0.0	0.0	0.11366	0.057420000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014740000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78718	0.0	0.0	0.0	0.0	0.01181	0.0	1.45674	5.37861	0.29113	2.55797	0.0	0.0	0.0	0.0	0.020659999999999998	1.32522	0.48166000000000003	0.15457	0.8031	0.461	0.0	0.00245	0.0	0.0	0.0	0.43713	0.0	0.69922	0.0	0.0	0.0	0.0	0.0	0.0	0.11456	0.0	0.0	0.0	0.0	0
G80606	0.0	0.0019100000000000002	0.01201	0.0	0.67755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80348	0.0	0.10288	0.0	0.0	1.5771700000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07117000000000001	0.49891	0.04772	0.08333	0.23943000000000003	0.0077599999999999995	0.62821	0.0	0.0	0.0	0.0	0.0	0.0	0.0325	0.07616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69205	0.0	0.0	0.0	0.0	1.83097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78618	0.0	0.0	0.0	0.0	0.01135	0.0	0.633	2.26329	0.23840999999999998	2.5702599999999998	0.96706	0.0	0.0	0.0	0.01864	0.23722	0.46761	0.6251399999999999	0.28203	0.17898	0.0	0.0063	0.0	3.4139800000000005	0.0	0.0	0.0	0.42196000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78824	0.0	0.0	0.0	0.0	0.0	0.0	0.3376	3.34881	0.76094	1.39066	1.07768	0.0	0.0	0.0	0.0	0.0354	0.07362	0.11957000000000001	1.03829	0.0	0.037239999999999995	0.0	0.0	5.86131	0.0	0.0	0.10845	0.73096	0.0	0.0	0.08123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78530	0.0	0.0	0.0	0.0	0.0	0.0	0.20651999999999998	0.90086	0.35974	2.05725	0.0	0.0	0.0	0.0	0.10390999999999999	0.17748	0.13964000000000001	0.97193	0.99377	0.11425	0.06897	0.00607	0.0	0.0	0.53637	0.0	0.01649	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80277	0.0	0.0	0.0	0.0	0.0	0.0	0.08555	0.33956	0.08911000000000001	0.02371	0.0	0.0	0.0	0.02635	0.01261	0.00321	0.01762	0.17246	0.09498	0.037219999999999996	0.009059999999999999	0.0	0.0	0.0	14.166929999999999	0.0	0.0	0.016380000000000002	0.0	0.0	0.03587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02775	0
G80534	0.0	0.0	0.0	0.0	0.08665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091	0.0	0.0	0.16831	0.01252	0.10438	1.9014400000000002	0.0149	0.11738	0.0	0.0	0.0	0.0	0.0	0.03694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69190	0.0	0.3254	0.0	0.0	0.0	0.1083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78851	0.0	0.0	0.0	0.0	0.21056999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25684	1.41848	1.40391	0.34594	0.0	0.1414	0.0	0.024659999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78850	0.0	0.0	0.0	0.0	0.54408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16892000000000001	0.80533	0.8214799999999999	0.45195	0.0	1.3402100000000001	0.0	0.02545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69221	0.0	0.0	0.0	0.0	0.39253000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78650	0.0	0.0	0.06026	0.0	1.0810899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69234	0.0	0.0023	0.011090000000000001	0.0	0.33388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007490000000000001	0.11148	1.00773	0.00059	0.0	0.76351	0.0	0.0	0.0	0.0	0.0	0.0	0.0016300000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78699	0.0	0.18274	0.0	0.0	0.0	0.07967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78518	0.0	0.0	0.0	0.0055899999999999995	0.14425	0.0	0.0	0.35839	0.0	0.04275	0.006379999999999999	0.0	0.0	0.05173	0.04628	0.0	0.70955	0.16985	0.07103999999999999	0.10349000000000001	0.06981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01906	1
G80456	0.0	0.0	0.0	0.0	0.04817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25791	1.3851799999999999	5.47697	0.0	0.0	0.0	0.0	0.0	0.0	1
G78677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055020000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78872	0.0	0.0	0.00436	0.0	0.15830999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20781999999999998	0.04118	0.0	0.04666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80335	0.0	0.0	0.0	0.0	0.011640000000000001	0.0	0.1001	5.78722	0.0	1.0879299999999998	0.0	0.0	0.058210000000000005	0.10463	0.0	0.1519	0.0	0.23823000000000003	0.1128	0.0	0.0	0.0	0.0	0.0	0.0	0.03545	0.0	1.36372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78768	0.0	0.0	0.0	0.0	0.19864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61204	0.0	0.60782	0.33154	0.0	0.0	0.015319999999999999	0.0	0.0	0.029710000000000004	0.0	0.0	0.24219000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80352	0.0	0.0	0.0	0.0	0.1025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00701	0.01484	0.14632	0.0	0.28669	0.25294	2.58185	0.046939999999999996	0.02504	0.36204000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80314	0.0	0.0	0.0	0.0	0.07923	0.0	0.0	2.05945	0.0	0.0	0.0	0.0	0.008879999999999999	0.04476	0.00151	0.0	0.04034	1.23844	0.65622	0.05786	0.00823	0.041530000000000004	0.0	0.0	0.0	0.0	0.0	0.30972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80296	0.0	0.0	0.0	0.0	0.01683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00439	0.05438	0.03077	0.0	0.04807	1.3153700000000002	0.63518	0.03417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14535	0.0	17.16822	0.0	0.0	0.0	0.01644	0.033460000000000004	0.11832999999999999	0.11334000000000001	1.08717	0.0	0.03379	0.0	0.0	0.0	0.0	0.0	0.0	0.22219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78769	0.0	0.0	0.0	0.0	0.02712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010579999999999999	0.09988	0.03751	0.0	0.0	0.04688	0.48027	0.0	0.0448	0.0	0.0	0.0	0.0	0.0	0.0	0.35302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80347	0.0	0.0	0.0	0.0	0.40457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16025999999999999	0.50713	0.56711	0.7250800000000001	2.01582	0.14012	0.17069	0.08666	0.07236000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80283	0.0	0.0	0.0	0.0	0.46717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015130000000000001	0.16738	0.06437000000000001	0.06625	0.60565	0.41993	2.1974	0.07647000000000001	0.06801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78838	0.0	0.0	0.0	0.0	0.00535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04152	0.0	0.03197	0.0	0.0	0.22571	0.0	0.0	0.0	0.05385	0.0	0.0	0.0	0.0	0.0	0.0	0.01475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80297	0.0	0.0	0.0	0.0	0.05425	0.0	0.64461	0.0	0.0	1.3322399999999999	0.0	0.0	0.0	0.00143	0.08694	0.07555	0.050519999999999995	0.34241	0.31128	0.05434	0.0014199999999999998	0.00851	0.0	0.0	0.0	0.00673	0.03777	0.5258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04815	0
G78807	0.0	0.0	0.0	0.0	0.01491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01583	0.0	0.00812	0.0	0.06137000000000001	0.59137	0.92574	0.0	0.023540000000000002	0.0	0.0	0.0	0.0	0.0	0.19494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78828	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09462000000000001	0.03313	0.72541	0.87031	0.00119	0.0368	0.0	0.0	0.0	0.7246100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80411	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	1.72449	0.0	0.0	0.0	0.0	0.0	0.0	0.0178	0.45056	1.14906	0.11829	0.05127999999999999	0.06783	0.0	0.0	0.0	0.38656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80516	0.0	0.015309999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69161	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00827	0
G69163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18557	0.0	0.034089999999999995	0.06138	0.2419	0.30476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80545	0.0	0.0	0.0	0.0	0.35362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32239	0.0	0.71333	0.0	0.00788	0.9351200000000001	0.5686399999999999	0.21716999999999997	0.013940000000000001	0.0	0.0	0.0	0.0	0.0	0.1284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80437	0.0	0.0	0.0	0.0	0.14517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59425	0.11382	0.02259	0.0	0.13855	1.25701	0.39482	0.15636	0.02394	0.0	0.0	0.0	0.0	2.1132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
