	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera
G78895	1.07741	1.4093	0.01714	0.0	0.0993	0.10559	0.00432	0.79709	0.0	0.06059	0.0	0.00018999999999999998	0.019030000000000002	4.24898	0.0	0.0	0.05797000000000001	0.0	0.13393	0.0	0.0	0.010620000000000001	0.0	15.856710000000001	0.02021	0.0	0.0	0.13309	0.0	0.17849	0.0	0.0	0.0	0.0	27.91589	47.79595	0.0	0.0	0.0	0.0
G80350	65.70164	0.39355999999999997	0.4948	2.97885	0.13774	0.31304	1.12786	0.26671999999999996	0.15202000000000002	0.61438	0.0506	0.037360000000000004	0.00657	0.0	0.07002	1.2751299999999999	0.0	0.57412	0.0	4.346830000000001	0.056220000000000006	0.22516999999999998	0.0	0.8188	6.2121699999999995	0.0	0.0	3.2847800000000005	0.03127	0.0	2.0331	0.09214	0.0	0.0	0.0	0.31883	0.08357	0.0	0.0	0.04009
G80619	0.016980000000000002	2.53072	0.025730000000000003	0.0	0.22623000000000001	0.28312	0.00486	10.8719	0.0	1.13736	0.0	0.09114	0.38274	0.36105	1.32321	0.0	0.70307	0.0	2.2274599999999998	0.0	0.01959	0.06625	0.0	0.0	5.74156	0.0	0.14515999999999998	0.29168	0.03145	25.729210000000002	0.0	0.0	0.0	0.0	0.0	8.06862	0.02292	0.0	0.0	0.01938
G80359	39.632670000000005	0.16324	0.0149	3.11469	0.07339	1.29083	1.67832	0.34192	0.0	1.41208	0.00839	0.22505	0.0	0.0	0.17414000000000002	3.14032	0.0	1.15205	0.0	2.72507	0.08346	0.36216	0.0	7.20385	23.49142	0.0	0.0	0.02026	0.18834	0.0	2.00198	0.08871	0.0	0.0691	0.0	0.0025	0.0	0.0	0.0	0.0
G80372	40.8521	0.12368	0.0	3.2328900000000003	0.05275	1.16561	1.028	0.31128	0.0	1.24709	0.02486	0.21333000000000002	0.0	0.0	0.11963	2.39209	0.0	1.5405	0.0	2.2219	0.04452	0.35919	0.0	6.73885	23.892529999999997	0.0	0.0	0.01753	0.12119	0.0	2.86274	0.07891000000000001	0.0	0.02481	0.0	0.0035	0.0	0.0	0.0	0.059770000000000004
G78898	65.09636	1.23719	0.024069999999999998	0.14815	0.02289	0.39399999999999996	0.664	0.0	0.08306000000000001	1.5073299999999998	0.03269	0.17369	0.22263000000000002	0.0	0.0	3.49194	0.0	1.7709400000000002	0.01915	0.1697	0.0	0.034260000000000006	0.23428000000000002	2.13801	17.74849	0.0	0.010579999999999999	0.0	0.11615999999999999	0.0	0.0	3.73215	0.0	0.0297	0.0	0.0	0.0	0.00375	0.0	0.0
G69227	76.46262	11.47176	1.1563700000000001	6.27602	0.02192	0.0	0.34058	0.05989	1.46297	0.51665	0.0	0.0	0.48955	0.0	0.39613000000000004	0.0	0.05582	0.28926	0.10822000000000001	0.43299	0.00993	0.0	0.0	0.0	0.0	0.0	0.02482	0.20923000000000003	0.0	0.01626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625
G69187	46.25046	30.29578	12.79942	7.818060000000001	0.12028	0.1551	0.0	0.03777	0.0	0.0	0.0	0.0	0.029019999999999997	0.01874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69206	72.22095999999999	2.6091599999999997	0.46773000000000003	0.25704	1.4127100000000001	1.29893	0.46878000000000003	0.0027199999999999998	1.0843	2.888	0.0034	0.10904000000000001	0.28917	0.03592	0.0	4.5926599999999995	0.025639999999999996	0.5738300000000001	0.1078	0.00936	0.28803	0.00633	0.6089600000000001	5.17076	4.1496900000000005	0.0	0.0	0.01596	0.01496	0.0	0.0	0.18083	0.0	0.013040000000000001	0.0	0.0	0.0	0.00066	0.0	0.0
G80380	56.41992	4.67866	0.18391	0.12453	0.2463	0.9926200000000001	1.89411	0.09598	0.1092	3.60167	0.0	0.16768	0.02935	0.04095	0.00247	6.36945	0.0	0.44673999999999997	0.0	10.272	0.11182	0.22916	0.39545	3.8389800000000003	4.71716	0.0	0.0	0.25684	0.0	0.03075	0.8578399999999999	2.40258	0.0	0.0731	0.0	0.21091	0.11144000000000001	0.007209999999999999	0.0	0.0
G78557	41.75657	0.37524	0.32278	0.28872	2.05797	2.73621	3.6938	0.12077	0.19391	16.424889999999998	0.04709	2.62291	5.45858	0.0	0.00707	4.08878	0.33728	0.006509999999999999	0.5782	13.511	0.26916	0.16860999999999998	0.0	0.0	0.00201	0.0	0.0	0.0	0.04186	0.0	0.0	1.08291	0.0	0.02636	2.3975400000000002	0.0	0.0	0.01937	0.0	0.0
G78562	22.06822	16.14387	0.041260000000000005	0.00774	0.08742	18.03108	0.60687	1.8868099999999999	0.0	2.8835599999999997	0.0	0.81716	0.053810000000000004	1.9515	1.22003	0.4511	0.0	24.76885	0.0	0.07114	0.04955	2.47627	2.10141	1.9627299999999999	0.0	0.0	0.0	1.12832	0.9497200000000001	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78780	0.41493	3.28565	0.078	0.00161	0.06411	0.11179000000000001	0.14300000000000002	0.0	0.0	0.10630999999999999	0.0	0.00675	0.0	2.7724	0.0	0.02804	0.6585	0.0	0.0223	1.02367	0.00715	1.7499799999999999	1.02795	0.04691	0.0	0.0	0.0	0.01184	0.00449	0.45011	0.05945	0.0	0.0219	0.0	85.54562	1.8484	0.39005	0.0	0.0	0.0
G80470	3.3875900000000003	51.39597	0.048119999999999996	0.05683	0.24504	0.32588	1.2607700000000002	0.00066	0.0	1.1737	0.0	0.0163	0.48438000000000003	1.0044600000000001	0.028980000000000002	0.35938000000000003	16.34525	0.01518	0.0	1.05732	0.03385	9.53303	4.22556	0.039939999999999996	0.00323	0.0	0.0	0.02222	0.0	5.34309	0.14642	0.04935	0.11892	0.0	0.52577	1.6126	0.00642	0.0	0.0	0.08663
G80308	39.87147	1.42969	0.02288	0.11932000000000001	0.01463	3.9171099999999996	1.72957	0.00675	0.0	1.06687	1.5547600000000001	0.08061	0.24435	0.0	0.019530000000000002	2.11841	0.0	6.40685	0.0	6.50667	0.25754	0.56343	0.98024	3.1067299999999998	20.94426	0.0	0.0	0.0	0.05171	0.0	1.96718	5.92547	0.0	0.26611	0.0	0.036289999999999996	0.0	0.0	0.15558	0.0
G78750	58.528690000000005	3.90035	0.0	1.06444	0.24905	2.5949299999999997	0.43805	0.0	3.0501400000000003	3.22181	0.91548	0.98382	0.02288	0.06966	0.04445	6.6129	0.0	0.04778	0.0	8.16265	0.20623000000000002	0.32219000000000003	0.8843799999999999	4.57273	2.13325	0.0	0.0068	0.0	0.0	0.0	0.866	0.05736	0.0	0.0	0.0	0.06129	0.0	0.0	0.0	0.0
G78701	1.3967200000000002	59.37712	0.0375	0.0	0.12969	0.5877100000000001	0.0	0.22318000000000002	0.0	0.0032	0.03403	0.04282	0.0	10.40996	0.0	0.05797000000000001	0.04111	0.0	0.18470999999999999	0.21833000000000002	0.0	0.0	17.79772	0.0	0.0	0.0	0.0	0.10322	0.0	8.47219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78653	47.109590000000004	1.55949	0.0	0.0528	0.14160999999999999	0.7912100000000001	4.61879	0.0	0.55906	3.55911	8.76125	0.70182	0.23146	0.0	0.01067	6.13558	0.0	0.61954	0.0	5.3153	0.004529999999999999	0.13459000000000002	0.24497	1.47269	14.4724	0.0	0.0	0.0	0.0	0.0	1.8362599999999998	0.30776	0.0	0.0	0.0	0.0	0.0	0.006520000000000001	0.0	0.0
G80512	73.58114	7.8158199999999995	1.1185200000000002	4.15437	0.026619999999999998	0.0	0.0	0.0	0.13096	0.06051	0.0	0.021840000000000002	0.13802	0.02414	0.09304	1.3329600000000001	0.06471	0.00053	0.032189999999999996	0.01732	0.02603	0.0	0.41645	0.0	7.311210000000001	0.0	0.013669999999999998	0.015090000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.0	0.2769	0.0	0.0	0.9852700000000001
G80454	56.77635	11.29797	2.24294	0.12758	0.0	3.82818	0.04677	0.0	0.74545	2.72237	0.0	0.11722	0.18125	0.0	0.69176	12.775039999999999	0.46874	0.0	0.23698000000000002	3.02751	0.0	0.33137	0.75257	0.0	0.0	0.0	0.0	0.05922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09035	1.35909	0.0	0.0	0.0
G80302	60.30579	4.86222	1.80158	0.05341	0.13272	1.6795900000000001	0.52385	0.055310000000000005	0.4982	6.4684800000000005	0.0	0.14227	1.4092799999999999	0.05198	0.030869999999999998	9.471860000000001	0.08512	0.0	0.13507	1.1405299999999998	0.26596	0.16360999999999998	0.8084	1.17432	5.71565	0.0	0.0	0.0	0.04414	0.0	0.0	0.28520999999999996	0.0	0.0	0.0	0.08836000000000001	0.0	0.00889	0.0	0.0
G78522	33.134879999999995	5.90076	0.11234000000000001	0.0018800000000000002	0.04102	2.8138900000000002	0.33966999999999997	0.07933	0.0	8.83762	0.012209999999999999	0.66532	0.29427	0.02085	0.09462999999999999	10.044030000000001	0.03878	1.0280799999999999	0.0036899999999999997	21.24543	0.052879999999999996	0.5146	0.5329999999999999	7.5182199999999995	4.899290000000001	0.0	0.07465	0.0	0.0	0.0	0.90038	0.10919000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80520	39.4357	37.89727	16.09714	2.44049	0.65585	0.0	0.0	0.0	0.06232000000000001	0.0	0.0037600000000000003	0.20561999999999997	0.0	1.72337	1.08679	0.0	0.0	0.0	0.0	0.0	0.07744	0.0	0.0	0.0	0.10628	0.0	0.0	0.00587	0.0	0.13369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037999999999999997
G80318	53.4239	1.3421	0.0	0.04931	0.0	0.6020399999999999	7.080369999999999	0.016390000000000002	0.06393	5.4017800000000005	0.0034100000000000003	0.75532	0.7073699999999999	0.0	0.036660000000000005	7.83057	0.02302	2.65808	0.020030000000000003	4.04125	0.08188	0.15387	0.32509	2.0143	10.69748	0.0	0.0	0.0	0.0	0.0	0.5901	0.7078399999999999	0.0	0.00249	0.0	0.02049	0.0	0.0	0.0	0.0
G78523	22.82094	12.80976	0.17396	0.03307	0.09114	1.18055	0.44686000000000003	0.0446	0.4325	12.27162	0.12102	0.18987	0.35047	0.03271	0.07261000000000001	12.914480000000001	0.04158	4.97875	0.01792	2.09654	0.71995	0.28048	0.7146100000000001	11.652619999999999	12.23755	0.0	0.04375	0.03804	0.0	0.0	0.77967	0.44006000000000006	0.08737	0.00305	0.0	0.0	0.0	0.0	0.0	0.0
G80585	15.611670000000002	8.0919	2.9572	10.7098	0.038919999999999996	26.9917	0.32398000000000005	0.03085	0.48673999999999995	1.29015	0.03402	0.25214000000000003	6.07097	0.0	0.0	0.0	0.17371	0.27273000000000003	0.6392100000000001	0.0	0.39713000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.36327	0.0	0.00765	0.0	0.0	0.0	0.0	20.76265	0.10728	4.2227	0.1125	0.0	0.00957
G80301	47.26863	1.05063	0.39918000000000003	0.18979000000000001	0.0	0.47316	8.48408	0.04961	0.09358	1.3742	0.0	0.31115	0.3226	0.0	0.10297	2.09652	0.00458	0.24094000000000002	0.0	15.2066	0.01761	0.2446	0.0	3.17244	3.35676	0.0	0.0	0.0	0.19704000000000002	0.0	3.59045	3.3149300000000004	0.0	0.08755	0.0	0.0	0.0	0.0	0.03501	0.0
G78513	40.20415	10.60415	1.40743	0.18591	0.27798	1.02504	2.4599900000000003	0.41038	0.44468	19.84518	0.0	0.61046	0.41693	0.0	0.17823	7.250430000000001	0.036039999999999996	0.26718000000000003	0.1239	10.07852	0.2036	0.7643	0.19284	1.25942	0.0	0.0	0.0	0.0	0.0	0.0	1.1216700000000002	0.32897	0.0	0.0	0.0	0.0	0.0	0.061939999999999995	0.0	0.0
G80579	67.2034	4.2449900000000005	1.91629	8.60187	0.00897	8.080010000000001	2.20529	0.0	0.7364	1.11988	0.014419999999999999	0.029689999999999998	0.0	0.07961	1.11435	0.0	0.17752	0.0	0.77894	0.0	1.74167	0.0	0.0	0.0	0.0	0.0	0.0	0.40659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03889	0.01059	0.1333	0.49055
G80399	63.264790000000005	4.89256	0.21843	0.0020399999999999997	0.00162	0.31454	0.56898	0.15675	1.10663	1.57131	0.0033	0.86319	0.22144	0.0	0.03768	2.5202	0.07942	0.33307	0.25216	14.06013	0.06998	0.03758	0.0	4.26497	0.0	0.0	0.0	0.0	0.02476	0.01158	1.4943	2.91076	0.0	0.016909999999999998	0.37096999999999997	0.03511	0.0079	0.0021	0.0	0.0
G78710	23.3358	4.02555	1.75892	1.39834	0.0375	0.94529	11.71803	0.21300999999999998	0.66086	5.43642	0.007370000000000001	1.94167	3.3875800000000003	0.0	0.0	5.58097	0.28607	11.18943	0.56534	22.56103	0.20539000000000002	0.0	0.0	4.456119999999999	0.0	0.0	0.01241	0.0	0.14290999999999998	0.0	0.0	0.0	0.0	0.0316	0.0	0.0	0.0	0.0	0.0	0.06368
G80492	81.65342	9.19977	0.84473	0.0031	0.0539	0.09239	0.0	0.037689999999999994	0.0	0.0016600000000000002	6.10735	0.0	0.0	0.05931	0.0	0.0	0.04612	0.0	0.2767	0.0	0.0	0.0	0.96772	0.0	0.12045	0.0	0.0	0.00877	0.0	0.0	0.0	0.0	0.0	0.0	0.10269	0.0	0.0	0.0	0.0	0.16473
G78830	52.03823	18.597820000000002	2.08174	0.02539	0.036910000000000005	0.0	2.7787900000000003	0.0	0.0	0.55574	8.430719999999999	0.0	0.68219	0.11477000000000001	0.0	0.005529999999999999	0.03241	6.27608	0.0	0.62865	0.00264	0.08002999999999999	0.20608	0.39189	2.0173	0.23393000000000003	0.0	0.0	0.11746	0.0	0.0	0.0	0.00454	0.0	0.0	0.0	0.0	0.0	1.9521099999999998	2.01285
G80611	47.56199	37.73725	0.76627	0.09537999999999999	0.42095	0.0	0.01566	0.09752000000000001	0.07024	0.0	7.19917	0.0	0.0	0.0	0.0	0.0	0.0	0.02877	0.01239	0.0	0.0	0.0	0.0	0.0	0.0	0.0074	0.0	0.34391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56442	0.0	0.0	0.0
G78607	86.30358000000001	3.5005300000000004	0.2063	0.22616	0.0	0.20007	0.31558	0.04961	0.07428	0.0	5.046880000000001	0.00255	0.02665	0.0	0.00657	0.0	0.01629	0.0	0.06633	2.1433	0.0	0.0	0.0	0.5238	0.0	0.0	0.0	0.0	0.11892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17829
G78912	60.212140000000005	1.89622	0.0944	1.6573099999999998	0.12900999999999999	0.98766	0.24743	0.07017000000000001	0.29894	1.19239	11.10641	0.89092	7.81355	0.0	0.28187	0.0	0.15063	4.5035300000000005	0.18174	0.0	0.043230000000000005	0.0	0.0	1.45704	3.33486	0.0	0.0	0.0	0.21454	0.0	2.11118	0.14698	0.0	0.08752	0.0	0.00591	0.0	0.04894	0.0	0.0
G78913	45.41169	2.5807900000000004	0.0	0.0	0.41805	1.7799	0.4796	0.15896	0.0	0.19924	2.45421	0.8931100000000001	4.05286	0.07591	0.05728	0.00983	0.66185	31.3011	0.8866200000000001	0.8612799999999999	0.06777999999999999	0.0	0.0	2.1642200000000003	3.84806	0.0	0.01864	0.0	0.01651	0.0	0.09819	0.51537	0.0	0.12072999999999999	0.23955	0.058370000000000005	0.0	0.0435	0.0	0.0
G69154	32.35459	30.88697	1.04008	0.00133	0.00647	0.26721	3.56828	0.0	0.0	0.06129	5.1216800000000005	0.04796	0.59563	0.02332	0.0	0.30854000000000004	0.0	0.75934	0.0	0.01983	0.0	0.25456	1.0407899999999999	0.019459999999999998	0.0	0.08117	8.57499	0.0	0.04558	0.0	0.0020800000000000003	0.0	7.16714	0.0009	0.40483	0.0	0.0	0.0	0.0	1.8425900000000002
G80480	0.07247999999999999	94.8386	3.3484199999999995	0.21516	0.22809000000000001	0.035539999999999995	0.00232	0.0	0.08085	0.0	0.0	0.00054	0.0	0.8640700000000001	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.19211	0.0	0.0	0.0	0.0	0.00331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017740000000000002	0.0
G78512	0.15220999999999998	64.62904	4.57061	1.36653	0.15786	0.09348	0.05735	0.0	0.27746	0.00216	0.004520000000000001	0.0013599999999999999	0.0	1.8381900000000002	0.0	0.04977	0.0	0.0	0.0	0.0	0.0	0.9354299999999999	1.3860299999999999	0.0	0.0	0.0	1.8375299999999999	0.0	0.0	0.0	0.0	0.0	7.2125699999999995	0.0	0.0	0.0	0.0	0.0	0.0	10.69948
G80525	35.7256	32.56156	2.4786200000000003	0.19145	0.34401	2.9640400000000002	0.0	0.00324	0.0	0.0	0.0	0.08834	0.05252999999999999	3.8984900000000002	0.00066	1.0883200000000002	0.08102999999999999	0.22271	0.31956	0.04154	0.30451999999999996	1.06388	4.55008	0.0	0.0	0.0	0.00029	0.0119	0.0	0.03354	0.02696	0.0	0.0287	0.0	0.0	0.0	0.0	0.0	1.59732	11.74311
G80433	16.42724	1.1692	0.0	0.04258	0.01591	0.23248000000000002	1.75073	0.0	1.18177	1.93905	1.62601	0.22605	0.01267	0.0	0.026619999999999998	2.7505900000000003	0.1969	0.0	0.0	1.61972	0.13591	0.46993999999999997	0.371	0.93653	37.40287	1.2269	11.26701	0.0	0.01771	0.0	4.72799	0.11279000000000002	1.47728	0.0	0.0	0.0	0.0	0.0	0.40060999999999997	0.0
G80589	0.14891	29.316159999999996	0.9263100000000001	0.01654	1.3287200000000001	1.2926600000000001	1.06784	0.11302999999999999	0.00098	8.70301	0.00086	0.00449	0.0	22.85528	0.0268	0.00235	0.0	0.0557	0.00133	0.56975	0.0	0.0	0.26118	0.0	0.0	0.0	0.0	0.0	0.0	23.33	0.0	0.0	0.0	0.0	8.548580000000001	0.0189	0.0	0.0	0.0	0.0033
G78904	2e-05	7.243180000000001	0.38283	0.34602	0.00301	0.02599	0.0	0.027030000000000002	0.09091	0.0	0.0	0.0	0.0	0.42738999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.00935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78906	0.00128	13.65657	8.982330000000001	0.14082	0.01553	0.01996	0.0	0.0	0.08027999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053529999999999994	0.0	0.0	0.0	0.00081	0.00059	0.0	0.0	0.00237	0.0	0.0	0.0	0.82324	0.29648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01725
G80503	0.0034100000000000003	0.9746799999999999	25.6854	49.504670000000004	0.03619	3.3348800000000005	0.0	0.0	0.03059	0.0	0.0	0.06359	9.85243	0.0	0.0	0.0	1.09016	0.0	0.05235	0.0	0.03335	0.0	0.0	1.3271	0.0	0.0013	0.01197	0.31983	0.06196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01344	6.58587
G80409	46.7469	1.42877	0.03941	0.0989	0.02259	0.29013	0.55407	0.0	0.11544000000000001	7.586760000000001	8.18603	0.43308	0.09564	0.14081	0.0	8.019219999999999	0.0	0.1705	0.0	7.9638800000000005	0.05225	0.113	0.14994000000000002	0.0	4.71384	0.0	0.00205	0.0	0.0	0.0	0.09767999999999999	0.59728	1.83485	0.0	8.4517	0.0	0.0	0.0	0.33819	0.0
G78865	2.45195	44.77425	4.75199	0.07168	0.01208	0.04975	0.0	7.49763	0.0	0.09009	0.08002999999999999	0.0011300000000000001	0.00286	13.523610000000001	0.0013	0.36335	0.14226	0.05161	0.0	0.14744000000000002	0.0	0.0	0.0	0.00144	0.08528999999999999	0.0	0.20601999999999998	0.83324	0.0277	24.04603	0.0	0.0	0.06458	0.0	0.0	0.0	0.0	0.0	0.024640000000000002	0.03352
G78866	7.90004	46.296170000000004	10.38227	1.1572200000000001	0.02163	0.039889999999999995	0.04761	2.83644	0.03506	0.23487	0.00206	0.04973	0.0	8.57271	0.0011099999999999999	1.4844700000000002	0.09141	0.01039	0.0	0.22915	0.05074	0.01925	0.031239999999999997	0.07783	0.00361	0.0	2.3822200000000002	1.49128	0.0	15.162270000000001	0.01881	0.025939999999999998	0.00419	0.0	0.62559	0.0	0.00371	0.0	0.0	0.6420600000000001
G78867	0.32145	52.094879999999996	0.14040999999999998	0.0	0.0	0.0296	0.11997999999999999	0.3388	0.0	0.00305	0.0	0.0	0.0	38.46372	0.0	0.06627000000000001	0.0	0.00147	0.0	0.007390000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	5.22791	0.0	0.0	0.0	0.0	0.0	3.16952	0.0	0.0	0.0	0.0
G78903	0.0015	87.73608	11.91793	0.00502	0.16710999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00848	0.0	0.0	0.00967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78757	0.00755	93.89383000000001	1.92733	0.0	0.02914	0.0	0.0	0.016919999999999998	0.0	0.0	0.0	0.0	0.0	3.07355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04529	0.0	0.0	0.0	0.0	0.47623000000000004	0.0	0.0	0.0	0.0	0.0
G78658	0.09349	86.94855	1.5902100000000001	0.06576	0.07087	0.00081	0.00121	0.0	0.0	0.01212	0.0	0.0	0.0	11.012319999999999	0.0	0.034319999999999996	0.0	0.0047	0.0	0.01086	0.0	0.0	0.0	0.0	0.0009199999999999999	0.0	0.0	0.0	0.0	0.11648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004220000000000001
G78626	5.791980000000001	0.75602	0.23531	0.14404	0.02113	0.33702	11.31749	0.0	0.31178	1.60832	2.50835	0.7028399999999999	0.01038	0.0	0.0	3.99439	0.0	0.0036299999999999995	0.0	4.41067	0.00303	0.044910000000000005	0.38782	0.0	2.01274	0.0	61.183240000000005	0.0	0.00236	0.0	0.0	0.08853	2.19027	0.0248	0.0	0.0	0.0	0.0	0.0	0.08302999999999999
G78854	18.44513	0.43281000000000003	0.07712999999999999	0.39086	0.15924000000000002	0.84952	0.45181000000000004	0.0	0.9840899999999999	3.0288	3.1606400000000003	0.14648	0.05385	0.04247	0.09842000000000001	3.3108699999999995	0.0	0.09813999999999999	0.0045	1.35143	0.02146	0.08201	0.12758	0.69553	3.85201	0.019119999999999998	50.98818	0.0	0.0	0.0	0.0	0.17247	4.22581	0.01491	0.16227	0.0	0.0	0.0	0.0	0.0
