	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus
G78638	0.0	0.19899999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00485	0.0	3.54739	3.3529199999999997	6.2352300000000005	0.0	0.0	0.6878	2.43775	0.0	39.07427	1.9885700000000002	0.0	0.0	0.0	0.0	0.04202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78637	0.0	0.0	0.0	0.0	0.03236	0.0	0.0	0.0	0.0	1.90665	1.21109	15.24475	25.38269	1.1044	8.16883	0.0	0.0	0.25683	5.5323199999999995	0.0	8.47447	0.0	0.78727	0.0	0.0	0.0	12.54847	0.0	0.0	0.0	0.0	0.0	0.05892000000000001	0.0	0.0	0.0	0.0	0.09633	0.0	0.09638
G78880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3458299999999999	0.56944	0.70158	0.20949	0.14342	0.0	0.09199	7.42933	0.0	0.0	0.40849	5.09013	0.0	0.0008300000000000001	5.2146099999999995	1.82413	0.0	0.0	0.0	0.0	0.0	0.04614	0.0	0.0588	0.19627999999999998	0.0	0.0	0.0	0.0	12.76802	0.0	0.0	0.0
G80327	0.0	1.4951299999999998	0.0	0.0	0.0	0.0	0.09495	0.0	0.0	0.0	0.61048	0.16372	18.93049	0.21964	4.0984300000000005	0.01379	0.9104	0.31209000000000003	4.47813	1.3206200000000001	16.465310000000002	11.85555	0.27605999999999997	0.0	5.93939	0.0	0.34691	0.9704299999999999	0.0	0.04699	0.21261	0.0	8.06832	0.0	0.0	0.0	0.0	0.0	0.0	0.68267
G78895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02021	0.17849	4.24898	0.0993	0.019030000000000002	0.0	0.0	0.10559	0.0	0.0	0.00018999999999999998	0.06059	0.0	0.0	15.856710000000001	0.13393	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.13309	0.029830000000000002	0.0	0.0	0.0	0.0	27.91589	0.0	0.0	0.0
G80350	0.0	0.0	0.0	3.35742	0.0506	0.0	0.0	6.2121699999999995	0.0	0.0	0.13774	0.00657	4.346830000000001	0.07002	0.31304	0.0	0.5139600000000001	0.037360000000000004	0.61438	0.09214	1.2751299999999999	0.8188	0.0	0.0	2.0331	0.0	2.97885	0.0	0.56418	0.08357	3.2847800000000005	3.7515699999999996	0.57412	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80619	0.0	0.0	0.0	0.0	0.0	0.0	0.14515999999999998	5.74156	25.729210000000002	0.36105	0.22623000000000001	0.38274	0.0	1.32321	0.28312	0.0	0.0	0.09114	1.13736	0.0	0.0	0.0	2.2274599999999998	0.0	0.0	0.0	0.0	0.0	0.07905	0.02292	0.29168	0.8618	0.0	0.0	0.35595	0.0	0.0	0.0	37.95427	0.0
G80359	0.0	0.0	0.0	11.12246	0.00839	0.0	0.0	23.49142	0.0	0.0	0.07339	0.0	2.72507	0.17414000000000002	1.29083	0.0	0.12944	0.22505	1.41208	0.08871	3.14032	7.20385	0.0	0.0	2.00198	0.0	3.11469	0.0	0.0	0.0	0.02026	0.00939	1.15205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80372	0.0	0.0	0.0	11.13866	0.02486	0.0	0.0	23.892529999999997	0.0	0.0	0.05275	0.0	2.2219	0.11963	1.16561	0.0	0.09752999999999999	0.21333000000000002	1.24709	0.07891000000000001	2.39209	6.73885	0.0	0.0	2.86274	0.0	3.2328900000000003	0.0	0.0	0.0	0.01753	0.01115	1.5405	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78898	0.0	0.23428000000000002	0.0	0.09094	0.03269	0.0	0.010579999999999999	17.74849	0.0	0.0	0.02289	0.22263000000000002	0.1697	0.0	0.39399999999999996	0.0	0.0	0.17369	1.5073299999999998	3.73215	3.49194	2.13801	0.01915	0.0	0.0	0.0	0.14815	0.0	0.0	0.0	0.0	0.0	1.7709400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69227	0.0	0.0	0.0	0.0	0.0	0.0	0.02482	0.0	0.01626	0.0	0.02192	0.48955	0.43299	0.39613000000000004	0.0	0.0	0.0	0.0	0.51665	0.0	0.0	0.0	0.10822000000000001	0.0	0.0	0.0	6.27602	0.0	0.0	0.0	0.20923000000000003	0.0	0.28926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04545	0.01874	0.12028	0.029019999999999997	0.0	0.0	0.1551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.818060000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69206	0.0	0.6089600000000001	0.0	0.013980000000000001	0.0034	0.0	0.0	4.1496900000000005	0.0	0.03592	1.4127100000000001	0.28917	0.00936	0.0	1.29893	0.0	0.0	0.10904000000000001	2.888	0.18083	4.5926599999999995	5.17076	0.1078	0.0	0.0	0.0	0.25704	0.0	0.0	0.0	0.01596	0.0	0.5738300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80380	0.0	0.39545	0.0	0.0	0.0	0.0	0.0	4.71716	0.03075	0.04095	0.2463	0.02935	10.272	0.00247	0.9926200000000001	0.0	0.14139000000000002	0.16768	3.60167	2.40258	6.36945	3.8389800000000003	0.0	0.0	0.8578399999999999	0.0	0.12453	0.0	0.0	0.11144000000000001	0.25684	0.0	0.44673999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78557	0.0	0.0	0.0	0.0	0.04709	0.0	0.0	0.00201	0.0	0.0	2.05797	5.45858	13.511	0.00707	2.73621	0.0	0.0	2.62291	16.424889999999998	1.08291	4.08878	0.0	0.5782	0.0	0.0	0.0	0.28872	0.0	0.0	0.0	0.0	0.0	0.006509999999999999	0.0	0.0	0.0	2.3975400000000002	0.0	0.0	0.0
G78562	0.0	2.10141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9515	0.08742	0.053810000000000004	0.07114	1.22003	18.03108	0.0	0.02461	0.81716	2.8835599999999997	0.00265	0.4511	1.9627299999999999	0.0	0.0	0.0	0.0	0.00774	0.0	0.05661	0.0	1.12832	0.0	24.76885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78780	0.0	1.02795	0.015040000000000001	0.0	0.0	0.0	0.0	0.0	0.45011	2.7724	0.06411	0.0	1.02367	0.0	0.11179000000000001	0.0	0.0	0.00675	0.10630999999999999	0.0	0.02804	0.04691	0.0223	0.0	0.05945	0.0	0.00161	0.0	0.0	0.39005	0.01184	0.0	0.0	0.0	0.0	0.0	85.54562	0.0	0.0	0.01945
G80470	0.0	4.22556	0.36074	0.0	0.0	0.0	0.0	0.00323	5.34309	1.0044600000000001	0.24504	0.48438000000000003	1.05732	0.028980000000000002	0.32588	0.0	0.0	0.0163	1.1737	0.04935	0.35938000000000003	0.039939999999999996	0.0	0.0	0.14642	0.0	0.05683	0.0	0.0	0.00642	0.02222	0.0	0.01518	0.0	0.0	0.0	0.52577	0.0	0.0	0.0
G80308	0.0	0.98024	0.0	0.0	1.5547600000000001	0.0	0.0	20.94426	0.0	0.0	0.01463	0.24435	6.50667	0.019530000000000002	3.9171099999999996	0.0	0.50093	0.08061	1.06687	5.92547	2.11841	3.1067299999999998	0.0	0.0	1.96718	0.0	0.11932000000000001	0.15558	0.0	0.0	0.0	0.0	6.40685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78750	0.0	0.8843799999999999	0.0	0.0	0.91548	0.0	0.0068	2.13325	0.0	0.06966	0.24905	0.02288	8.16265	0.04445	2.5949299999999997	0.0	0.7963399999999999	0.98382	3.22181	0.05736	6.6129	4.57273	0.0	0.0	0.866	0.0	1.06444	0.0	0.0	0.0	0.0	0.0	0.04778	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78701	0.0	17.79772	0.0	0.0	0.03403	0.0	0.0	0.0	8.47219	10.40996	0.12969	0.0	0.21833000000000002	0.0	0.5877100000000001	0.0	0.0	0.04282	0.0032	0.0	0.05797000000000001	0.0	0.18470999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78653	0.0	0.24497	0.0	0.0	8.76125	0.0	0.0	14.4724	0.0	0.0	0.14160999999999999	0.23146	5.3153	0.01067	0.7912100000000001	0.028739999999999998	0.03533	0.70182	3.55911	0.30776	6.13558	1.47269	0.0	0.0	1.8362599999999998	0.0	0.0528	0.0	0.0	0.0	0.0	0.0	0.61954	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80512	0.0	0.41645	0.0	0.0	0.0	0.0	0.013669999999999998	7.311210000000001	0.0	0.02414	0.026619999999999998	0.13802	0.01732	0.09304	0.0	0.0	0.0	0.021840000000000002	0.06051	0.0	1.3329600000000001	0.0	0.032189999999999996	0.0	0.0	0.0	4.15437	0.0	0.0	0.2769	0.015090000000000001	0.0	0.00053	0.0	0.0	0.0	0.013000000000000001	0.0	0.0	0.0
G80454	0.0	0.75257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18125	3.02751	0.69176	3.82818	0.0	0.0	0.11722	2.72237	0.0	12.775039999999999	0.0	0.23698000000000002	0.0	0.0	0.0	0.12758	0.0	0.0	1.35909	0.05922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80302	0.0	0.8084	0.0	0.0	0.0	0.0	0.0	5.71565	0.0	0.05198	0.13272	1.4092799999999999	1.1405299999999998	0.030869999999999998	1.6795900000000001	0.0	0.0	0.14227	6.4684800000000005	0.28520999999999996	9.471860000000001	1.17432	0.13507	0.0	0.0	0.0	0.05341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78522	0.0	0.5329999999999999	0.05434	0.0	0.012209999999999999	0.0	0.07465	4.899290000000001	0.0	0.02085	0.04102	0.29427	21.24543	0.09462999999999999	2.8138900000000002	0.0	0.0	0.66532	8.83762	0.10919000000000001	10.044030000000001	7.5182199999999995	0.0036899999999999997	0.04716	0.90038	0.0	0.0018800000000000002	0.0	0.0	0.0	0.0	0.0	1.0280799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80520	0.0	0.0	0.0	0.0	0.0037600000000000003	0.0	0.0	0.10628	0.13369	1.72337	0.65585	0.0	0.0	1.08679	0.0	0.0	0.0	0.20561999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44049	0.0	0.0	0.0	0.00587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80318	0.0	0.32509	0.0	0.0	0.0034100000000000003	0.0	0.0	10.69748	0.0	0.0	0.0	0.7073699999999999	4.04125	0.036660000000000005	0.6020399999999999	0.0	0.0	0.75532	5.4017800000000005	0.7078399999999999	7.83057	2.0143	0.020030000000000003	0.0	0.5901	0.0	0.04931	0.0	0.0	0.0	0.0	0.0	2.65808	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78523	0.0	0.7146100000000001	0.0484	0.0	0.12102	0.06121	0.04375	12.23755	0.0	0.03271	0.09114	0.35047	2.09654	0.07261000000000001	1.18055	0.0	0.0	0.18987	12.27162	0.44006000000000006	12.914480000000001	11.652619999999999	0.01792	0.014780000000000001	0.77967	0.0	0.03307	0.0	0.0	0.0	0.03804	0.0	4.97875	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80585	0.0	0.0	0.0	0.0	0.03402	0.0	0.0	0.0	0.00765	0.0	0.038919999999999996	6.07097	0.0	0.0	26.9917	0.0	0.0	0.25214000000000003	1.29015	0.0	0.0	0.0	0.6392100000000001	0.0	0.0	0.0	10.7098	0.0	0.00215	4.2227	0.36327	0.0	0.27273000000000003	0.0	0.0	0.0	20.76265	0.0	0.0	0.0
G80301	0.0	0.0	3.5265400000000002	2.59484	0.0	0.0	0.0	3.35676	0.0	0.0	0.0	0.3226	15.2066	0.10297	0.47316	0.0	0.0	0.31115	1.3742	3.3149300000000004	2.09652	3.17244	0.0	0.0	3.59045	0.0	0.18979000000000001	0.03501	0.0	0.0	0.0	0.0	0.24094000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78513	0.0	0.19284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27798	0.41693	10.07852	0.17823	1.02504	0.0	0.0	0.61046	19.84518	0.32897	7.250430000000001	1.25942	0.1239	0.0	1.1216700000000002	0.0	0.18591	0.0	0.0	0.0	0.0	0.0	0.26718000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80579	0.0	0.0	0.0	0.0	0.014419999999999999	0.0	0.0	0.0	0.0	0.07961	0.00897	0.0	0.0	1.11435	8.080010000000001	0.0	0.0	0.029689999999999998	1.11988	0.0	0.0	0.0	0.77894	0.0	0.0	0.0	8.60187	0.1333	0.63444	0.03889	0.40659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458
G80399	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.01158	0.0	0.00162	0.22144	14.06013	0.03768	0.31454	0.0	0.0	0.86319	1.57131	2.91076	2.5202	4.26497	0.25216	0.0	1.4943	0.0	0.0020399999999999997	0.0	0.0	0.0079	0.0	0.0	0.33307	0.0	0.0	0.0	0.37096999999999997	0.0	0.0	0.0
G78710	0.0	0.0	0.0	0.0	0.007370000000000001	0.0	0.01241	0.0	0.0	0.0	0.0375	3.3875800000000003	22.56103	0.0	0.94529	0.0	0.0	1.94167	5.43642	0.0	5.58097	4.456119999999999	0.56534	0.0	0.0	0.0	1.39834	0.0	0.0	0.0	0.0	0.0	11.18943	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80492	0.0	0.96772	0.0	0.0	6.10735	0.0	0.0	0.12045	0.0	0.05931	0.0539	0.0	0.0	0.0	0.09239	0.0	0.0	0.0	0.0016600000000000002	0.0	0.0	0.0	0.2767	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.00877	0.0	0.0	0.0	0.0	0.0	0.10269	0.0	0.0	0.0
G78830	0.0	0.20608	0.0	0.0	8.430719999999999	0.0	0.0	2.0173	0.0	0.11477000000000001	0.036910000000000005	0.68219	0.62865	0.0	0.0	0.0	0.0	0.0	0.55574	0.0	0.005529999999999999	0.39189	0.0	0.0	0.0	0.0	0.02539	1.9521099999999998	0.0	0.0	0.0	0.0	6.27608	0.0	0.0	0.23393000000000003	0.0	0.0	0.0	0.0
G80611	0.0	0.0	0.0	0.0	7.19917	0.0	0.0	0.0	0.0	0.0	0.42095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01239	0.0	0.0	0.0	0.09537999999999999	0.0	0.0	5.56442	0.34391	0.0	0.02877	0.0	0.0	0.0074	0.0	0.0	0.0	0.0
G78607	0.0	0.0	0.0	0.0	5.046880000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.02665	2.1433	0.00657	0.20007	0.0	0.0	0.00255	0.0	0.0	0.0	0.5238	0.06633	0.0	0.0	0.0	0.22616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78912	0.0	0.0	0.0	0.0	11.10641	0.0	0.0	3.33486	0.0	0.0	0.12900999999999999	7.81355	0.0	0.28187	0.98766	0.0	0.0	0.89092	1.19239	0.14698	0.0	1.45704	0.18174	0.0	2.11118	0.0	1.6573099999999998	0.0	0.0	0.0	0.0	0.0	4.5035300000000005	0.0	0.0	0.0	0.0	0.09172000000000001	0.0	0.0
G78913	0.0	0.0	0.0	0.0	2.45421	0.0	0.01864	3.84806	0.0	0.07591	0.41805	4.05286	0.8612799999999999	0.05728	1.7799	0.0	0.0	0.8931100000000001	0.19924	0.51537	0.00983	2.1642200000000003	0.8866200000000001	0.0	0.09819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3011	0.0	0.0	0.0	0.23955	0.0	0.0	0.0
G69154	0.0	1.0407899999999999	0.0	4.19919	5.1216800000000005	0.0	8.57499	0.0	0.0	0.02332	0.00647	0.59563	0.01983	0.0	0.26721	0.0	0.0549	0.04796	0.06129	0.0	0.30854000000000004	0.019459999999999998	0.0	0.0	0.0020800000000000003	0.16305999999999998	0.00133	0.0	0.0	0.0	0.0	0.0	0.75934	0.0	0.0	0.08117	0.40483	0.0	0.0	0.0
G80480	0.0	0.19211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8640700000000001	0.22809000000000001	0.0	0.0	0.0	0.035539999999999995	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21516	0.017740000000000002	0.0	0.0	0.00331	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78512	0.0	1.3860299999999999	0.0	0.0	0.004520000000000001	0.0	1.8375299999999999	0.0	0.0	1.8381900000000002	0.15786	0.0	0.0	0.0	0.09348	0.0	0.0	0.0013599999999999999	0.00216	0.0	0.04977	0.0	0.0	0.0	0.0	2.87878	1.36653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80525	0.0	4.55008	0.0	0.0	0.0	0.0	0.00029	0.0	0.03354	3.8984900000000002	0.34401	0.05252999999999999	0.04154	0.00066	2.9640400000000002	0.0	0.0	0.08834	0.0	0.0	1.0883200000000002	0.0	0.31956	0.0	0.02696	0.0	0.19145	1.59732	0.0	0.0	0.0119	0.00037999999999999997	0.22271	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80433	0.0	0.371	6.01818	4.5863	1.62601	0.0	11.26701	37.40287	0.0	0.0	0.01591	0.01267	1.61972	0.026619999999999998	0.23248000000000002	0.00476	0.15147	0.22605	1.93905	0.11279000000000002	2.7505900000000003	0.93653	0.0	0.0	4.72799	0.0016	0.04258	0.40060999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2269	0.0	0.0	0.0	0.0
G80589	0.0	0.26118	0.0	0.0	0.00086	0.0	0.0	0.0	23.33	22.85528	1.3287200000000001	0.0	0.56975	0.0268	1.2926600000000001	0.0	0.0	0.00449	8.70301	0.0	0.00235	0.0	0.00133	0.0	0.0	0.0	0.01654	0.0	0.0	0.0	0.0	0.0	0.0557	0.0	0.0	0.0	8.548580000000001	1.32708	0.0	0.048310000000000006
G78904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00935	0.42738999999999994	0.00301	0.0	0.0	0.0	0.02599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34602	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.0	0.0	0.0	91.43081	0.0	0.0
G78906	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.82324	0.0	0.01553	0.0	0.0	0.0	0.01996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29648	0.0	0.14082	0.0	0.0	0.0	0.0	0.03913	0.053529999999999994	0.0	0.0	0.00237	0.0	75.51487	0.0	0.0
G80503	0.0	0.0	0.0	0.0	0.0	0.0	0.01197	0.0	0.0	0.0	0.03619	9.85243	0.0	0.0	3.3348800000000005	0.0	0.0	0.06359	0.0	0.0	0.0	1.3271	0.05235	0.0	0.0	0.0	49.504670000000004	0.01344	0.0	0.0	0.31983	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0
G80409	0.0	0.14994000000000002	0.0	0.78964	8.18603	0.0	0.00205	4.71384	0.0	0.14081	0.02259	0.09564	7.9638800000000005	0.0	0.29013	0.0	0.42448	0.43308	7.586760000000001	0.59728	8.019219999999999	0.0	0.0	0.0	0.09767999999999999	0.0	0.0989	0.33819	0.0	0.0	0.0	0.0	0.1705	0.0	0.0	0.0	8.4517	0.0	0.0	0.0
G78865	0.0	0.0	0.0	0.03464	0.08002999999999999	0.0	0.20601999999999998	0.08528999999999999	24.04603	13.523610000000001	0.01208	0.00286	0.14744000000000002	0.0013	0.04975	0.0	0.0	0.0011300000000000001	0.09009	0.0	0.36335	0.00144	0.0	0.0	0.0	0.0	0.07168	0.024640000000000002	0.0	0.0	0.83324	0.0	0.05161	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78866	0.0	0.031239999999999997	0.0	0.0	0.00206	0.0	2.3822200000000002	0.00361	15.162270000000001	8.57271	0.02163	0.0	0.22915	0.0011099999999999999	0.039889999999999995	0.0	0.0	0.04973	0.23487	0.025939999999999998	1.4844700000000002	0.07783	0.0	0.0	0.01881	0.0	1.1572200000000001	0.0	0.037110000000000004	0.00371	1.49128	0.0	0.01039	0.0	0.0	0.0	0.62559	0.0	0.0	0.0
G78867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22791	38.46372	0.0	0.0	0.007390000000000001	0.0	0.0296	0.0	0.0	0.0	0.00305	0.0	0.06627000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78903	0.0	0.0	0.0	0.0	0.0	0.0	0.00848	0.0	0.00967	0.0	0.16710999999999998	0.02479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01939	0.0	0.0
G78757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04529	3.07355	0.02914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47623000000000004	0.08125	0.0	0.0
G78658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009199999999999999	0.11648	11.012319999999999	0.07087	0.0	0.01086	0.0	0.00081	0.0	0.0	0.0	0.01212	0.0	0.034319999999999996	0.0	0.0	0.0	0.0	0.0	0.06576	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78626	0.0	0.38782	0.0	0.20965999999999999	2.50835	0.8025100000000001	61.183240000000005	2.01274	0.0	0.0	0.02113	0.01038	4.41067	0.0	0.33702	0.0	0.0	0.7028399999999999	1.60832	0.08853	3.99439	0.0	0.0	0.0	0.0	0.18229	0.14404	0.0	0.0	0.0	0.0	0.0	0.0036299999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78854	0.0	0.12758	0.0	0.9495899999999999	3.1606400000000003	5.02498	50.98818	3.85201	0.0	0.04247	0.15924000000000002	0.05385	1.35143	0.09842000000000001	0.84952	0.0	0.08141	0.14648	3.0288	0.17247	3.3108699999999995	0.69553	0.0045	0.0	0.0	0.0	0.39086	0.0	0.0	0.0	0.0	0.0	0.09813999999999999	0.0	0.0	0.019119999999999998	0.16227	0.0	0.0	0.0
